codmun,CFM,CFC_DEATHS,CFC_BEDS
110110,0.0069803021610250525,0.0017211703958691911,0.0019124115509657677
110120,0.00041407867494824016,0.0014492753623188406,0.0016563146997929607
110130,0.012697542705764136,0.0009134922809902257,0.0030145245272677444
110140,0.001450921019429725,0.0017663386323492304,0.001514004542013626
110143,0.00272596843615495,0.0020086083213773313,0.002152080344332855
110146,0.0004610419548178884,0.006915629322268326,0.004149377593360996
110149,0.001628343037599921,0.002121780321721109,0.001381624395539327
110150,0.00016869095816464237,0.0010964912280701754,0.003036437246963563
110155,0.001160631383472609,0.0018570102135561746,0.0020891364902506965
110160,0.0007659900421294523,0.002297970126388357,0.00124473381846036
110170,0.00244178948286387,0.0025289962501090085,0.0021801691811284556
110175,0.004016422706176365,0.0018743305962156372,0.0010710460549803642
110180,0.0008791208791208791,0.003663003663003663,0.0023443223443223443
120001,0.003932878867330886,0.002097535395909806,0.001048767697954903
120010,0.00022832787883400563,0.0013699672730040338,0.001560240505365705
120013,0.00720826027664134,0.0014611338398597311,0.0
120017,0.0017898235745333673,0.0014489047984317736,0.0
120020,0.0006024373132977279,0.0016859780936000724,0.0027156694125101835
120025,0.0010319917440660474,0.0015208299386236489,0.0
120030,8.625646923519264e-05,0.001696377228292122,0.0011788384128809662
120032,0.000480942647589275,0.00012023566189731875,0.0012023566189731875
120033,0.026940823101649365,0.0013700795700057964,0.0013173842019286505
120034,0.0001057194206575748,0.0012686330478908975,0.00243154667512422
120035,0.0009540467482906663,0.0004770233741453331,0.00068903376265437
120038,0.006173776630737311,0.0008096756237032539,0.0023784221446283083
120039,0.026205975630111834,0.0002503755633450175,0.0011684192956100817
120040,0.0012741855891819434,0.002430527424451106,0.0022905879666796788
120042,0.0826201796090861,0.0005810882197569995,0.0008452192287374538
120045,0.003822098679638638,0.0017807505211952744,0.0012595552466990966
120050,0.0002835456290350724,0.0013741057407084278,0.001417728145175362
120060,0.0009162026922263725,0.00082223318533136,0.000986679822397632
120070,5.175179837499353e-05,0.0013972985561248254,0.0015525539512498058
120080,0.0054582792909641156,0.0017833981841763942,0.0
130002,0.03378841718097376,0.002742971136462814,0.0021819088585499657
130006,0.00026005547850208044,0.0014736477115117892,0.0026005547850208046
130010,0.00019038553069966683,0.001475487862922418,0.0010947168015230842
130014,0.012879442952714695,0.0012287807764074091,0.0017293951667956128
130020,0.012719241001957734,0.00040158626574971135,0.0016063450629988454
130030,0.0011373688866422344,0.002300012637432074,0.0007835207885757614
130040,0.04157577630717766,0.002072576539888008,0.0010908297578357937
130050,9.363003651571424e-05,0.0019038107424861896,0.0009675103773290471
130060,0.0012330169365345244,0.0019774799925553694,0.000860785408524102
130063,0.0013212053458000915,0.0015752832969154937,0.0006606026729000457
130068,0.0005206435153850159,0.0005727078669235174,0.001145415733847035
130070,0.030051299988340913,0.0006412498542613967,0.0017488632388947185
130080,0.0003401277908699983,0.0013119214790699935,0.0009232040037899954
130083,0.007950462502866754,0.0016053818515404021,0.0019111688708814312
130090,0.015484036086761788,0.0005118689615458443,0.0015356068846375328
130100,0.003133597229094508,0.0018378454796069837,0.0015904432035060436
130110,0.0020597322348094747,0.0022445799994718634,0.0005281364704639679
130115,6.617038875103391e-05,0.0008271298593879239,0.00013234077750206782
130120,0.0025952383750308472,0.002632290209995652,0.0012338860359354619
130130,0.0002095191535426197,0.0007333170373991689,0.0016412333694171876
130140,0.004823604456666572,0.000737107702775494,0.00215462251580529
130150,0.003244646333549643,0.0004991763590076374,0.0011980232616183297
130160,0.0005678914191606564,0.0020444091089783633,0.0032937702311318074
130165,0.040712315625374744,0.0015589399208538195,0.001199184554502938
130170,0.0016248184458968775,0.002559912854030501,0.0003994190268700073
130180,0.0007472801374246354,0.0006062851561184277,0.0008757452255043956
130185,0.0024018552261056815,0.003312903760145768,0.0006625807520291535
130190,0.005664268727118426,0.0029900233873116433,0.0011742996141586982
130195,0.12113106610622851,0.0011463507833397019,0.0019105846388995033
130200,0.020332313073895932,0.004372540445999125,0.0019676432006996065
130210,0.26061705989110706,0.002540834845735027,0.007259528130671506
130220,0.005301794453507341,0.0009516041326808048,0.0013594344752582926
130230,0.005952084933994552,0.002374799189774394,0.0012572466298805616
130240,0.000420651631248779,0.0016714059345763962,0.0012155679524191972
130250,0.0020538730911816958,0.003409429331361615,0.0007393943128254105
130255,0.00040492135181435915,0.001308207444323314,0.0006229559258682448
130260,5.188973791474384e-05,0.004098017054531344,0.0016277534482671734
130270,0.0006162221305447436,0.001739879105307528,0.0010224031855930835
130280,0.012346356453028973,0.0012071992976294996,0.0010425812115891133
130290,0.008872545184257882,0.0018621391127454816,0.0014083405054377593
130300,0.0005195295895716243,0.0016058187314032023,0.0012279790298965665
130310,0.0012306704478570283,0.0017657445556209534,0.0008293648670340843
130320,0.00262156882903259,0.001593502621568829,0.0011308728282101368
130330,0.008072063640617688,0.0011308688192169709,0.0012088597722664171
130340,0.0005338093862942252,0.0030628407410324397,0.0013826538202375014
130350,0.01451662720065891,0.0011325028312570782,0.0013384124369401832
130353,0.01810965021086579,0.0025359023126326524,0.0007993605115907274
130356,0.013494467268419947,0.0020391639427834586,0.0008696434461870633
130360,0.006743560184449038,0.0020273493401176657,0.0007950389569088886
130370,0.012869178779742616,0.002036848439959263,0.001157300249976854
130380,0.005373650250197524,0.00237029233605478,0.001953296462119217
130390,0.00043258098170436906,0.0016285401664164483,0.000559810682205654
130395,0.0039229671897289585,0.0012838801711840227,0.0014265335235378032
130400,0.0013084723585214263,0.0023988659906226148,0.002180787264202377
130406,0.0014124293785310734,0.0018680517587023875,0.001139055950428285
130410,0.027854161809279552,0.0012823501981813943,0.0016903707157845652
130420,0.0013511169777272803,0.0030744039165232504,0.0014369496566358669
130426,0.01912850812407681,0.001846381093057607,0.0014771048744460858
130430,0.0007381889763779527,0.0030757874015748033,0.0023991141732283465
130440,4.3355733795794494e-05,0.001474094949057013,0.0009538261435074789
140002,0.04198046264457643,0.0015629884338855893,0.0
140005,0.018867698259187618,0.0018697614442295294,0.0016763378465506126
140010,0.0005894221881551953,0.003076052132570833,0.002930766282661136
140015,0.03537754855346926,0.0019340801031509389,0.0011282133935047144
140017,0.04586855740387238,0.001527133896918462,0.0
140020,0.0322904314512451,0.00214357383927757,0.0010945908966523761
140023,0.058216147113777164,0.0017700855541351165,0.001573409381453437
140028,0.1094560669456067,0.0010878661087866108,8.368200836820084e-05
140030,0.005659609029294796,0.0017924158404749903,0.0012322858903265558
140040,0.0021257750221434896,0.0023029229406554474,0.0021257750221434896
140045,0.0018398367909890237,0.0018964427331762542,0.0008620194241710247
140047,0.0012169213937605677,0.0017571196499021982,0.0009945960282465272
140050,0.07779539080599927,0.0010974271430313376,0.0018290452383855627
140060,0.011770598547458051,0.0013774104683195593,0.0016278487352867517
140070,0.0007738422199071881,0.0008523534425608486,0.0
150010,6.975357962688176e-05,0.0013316592474222882,0.0017818868977412523
150030,0.022566168596052833,0.00035697893824264366,0.0007649548676628079
150040,7.202098998045396e-05,0.002077867192590114,0.0017080772684850939
150050,0.008238294878184643,0.0012313465654226158,0.0031076841889237446
150060,0.007007347679634187,0.0023823236818681605,0.0027924673194059026
150070,0.033539706937186185,0.0007172866072343478,0.0006831301021279503
150080,2.8269989709723745e-05,0.0014530774710798005,0.001562388097957399
150085,0.0018644675510935819,0.001290785227680172,0.001577626389386877
150095,3.191014104282341e-05,0.00041483183355670435,0.0018507881804837578
150100,0.000183060776177691,0.000549182328533073,0.0
150110,0.03178691357219705,0.000358621589019659,0.0004890294395722623
150120,0.0013910550942123677,0.0006112211777599798,0.0006322977700965308
150130,2.406159769008662e-05,0.0016361886429258903,0.0011469361565607957
150140,4.0864313730744366e-05,0.0031358336487477766,0.0028631815882819906
150145,5.6395217685540266e-05,0.0013534852244529664,0.0011279043537108053
150170,1.5663424337828736e-05,0.0010494494306345253,0.002889901790329402
150172,0.0004640063635158425,0.0025188916876574307,0.0021874585708604004
150178,4.542288707870272e-05,0.0006510613814614057,0.0006662023438209733
150180,0.006591951392878355,0.0010613333852640188,0.0017721346432848755
150195,0.00017699115044247788,0.00011799410029498526,0.0
150210,0.005330335774893031,0.0015302052360577272,0.0013416491406193342
150220,1.4487084763932954e-05,0.001535630984976893,0.002882929868022658
150240,1.9921013182730472e-05,0.001837713466106886,0.002689336779668614
150250,0.008221950499641608,8.432769743222162e-05,0.0006746215794577729
150260,0.000661977658254034,0.0014894497310715764,0.000661977658254034
150276,0.0002968900764491947,0.00044533511467379205,0.0008164477102352854
150277,5.577555914998048e-05,0.0017848178927993754,0.0027887779574990237
150280,0.0021191360891778914,0.0008999071063632142,0.0007547607988852763
150285,0.0007642604043632321,0.001181129715834086,0.0
150290,2.495881795038187e-05,0.001747117256526731,0.0006738880846603105
150293,5.0235268507510174e-05,0.0005693330430851153,0.0013563522497027746
150295,2.9578797917652626e-05,0.0006803123521060104,0.0012127307146237577
150300,0.0016680567139282735,0.004031137058659994,0.0013900472616068947
150307,3.8364152535870484e-05,0.0004220056778945753,0.0005754622880380573
150309,0.00019765287214329832,0.0007164916615194565,0.000592958616429895
150310,8.98849472674976e-05,0.0003895014381591563,0.000689117929050815
150330,6.379788828989761e-05,0.0012919072378704264,0.0021212797856390952
150340,8.538980445734779e-05,0.0011100674579455213,0.001622406284689608
150360,0.005729404328029473,0.0023704406056475748,0.004612482345155906
150370,0.0001314085115170174,0.0011263586701458635,0.000994950158628846
150375,0.06851292632601044,0.002912974875591698,0.002912974875591698
150380,0.0001690474178006931,0.000709999154762911,0.0029414250697320597
150390,0.0001725834009284987,0.0027958510950416788,0.0014151838876136893
150400,0.0020390530499395194,0.0017971315016416104,0.0006912044237083118
150420,6.0855775392072286e-05,0.001371044822068452,0.0015464526452573662
150442,1.5206697029371735e-05,0.0009504185643357335,0.0012469491564084823
150445,0.00028483716808557776,0.001139348672342311,0.0012975915435009652
150450,0.0001446445360526506,0.00043393360815795185,0.0005424170101974398
150460,0.0004496402877697842,0.0017022096608427543,0.0008671634121274409
150470,3.654347455356055e-05,0.0006943260165176505,0.0006090579092260092
150475,0.0006217358865953743,0.0018030340711265853,0.0
150480,0.00020678246484698098,0.0028777226357871518,0.0012579266611524675
150490,0.0003717564251902154,0.0006195940419836922,0.0010409179905326031
150503,0.005977796754910333,0.002096110550423104,0.0016303082058846362
150506,0.0002370947984035617,0.0010800985260606699,0.0007112843952106851
150510,0.00017262213015708613,0.002129006271937396,0.0012467153844678443
150520,3.617125984251968e-05,0.0012610728346456692,0.00046136811023622047
150530,0.011765349677136916,0.0016690379774543067,0.0012175768851920763
150543,0.002010233918128655,0.0008832846003898635,0.002040692007797271
150548,0.002725024105982476,0.0006078899928730139,0.000775583784010397
150550,1.7676432895841618e-05,0.0016969375580007955,0.0018737018869592116
150553,0.00010563059061904327,0.0018149256024544709,0.00205499512658866
150565,0.0001291072235491576,0.0009037505648441031,0.0009360273707313924
150570,0.0006756321987002123,0.0008364970079145486,0.0009651888552860176
150580,0.005576777396321906,0.001224956884741228,0.000467417758651258
150590,2.4310198128114744e-05,0.0007049957457153276,0.0011911997082776225
150600,0.0031473916828500636,0.002176387865800576,0.0010379695975356593
150613,0.00016511965277695874,0.0021111727033625437,0.0033023930555391746
150616,5.4966195789589404e-05,0.0011542901115813775,0.0030781069642170067
150619,0.0006335379132844981,0.0011284894080380123,0.0005345476143337953
150620,2.4585125998770742e-05,0.002089735709895513,0.0017701290719114935
150640,0.0016785150078988942,0.0009873617693522906,0.001481042654028436
150650,2.8248188584906993e-05,0.0011722998262736401,0.0008474456575472098
150658,9.32444403002471e-05,0.0001864888806004942,0.0010723110634528416
150680,0.0006697549813026734,0.0028300431072691397,0.0018188444100082407
150715,0.0001956411159369253,0.0014868724811206322,0.0008216926869350862
150730,0.00011674877997524926,0.00027241381994224826,0.001128571539760743
150770,0.00026276276276276277,0.0007882882882882883,0.0012012012012012011
150780,0.004717790358552067,0.0014582261108251845,0.0016297821238634414
150795,6.582721296984173e-05,0.0009309848691449045,0.0003761555026848099
150797,0.00010655868719697373,0.00271724652352283,0.0013319835899621717
150800,9.456711901271928e-05,0.0009771935631314324,0.0027897300108752185
150805,0.0020538206329980516,0.0011059034177681815,0.0011059034177681815
150808,0.00040401999898995,0.0013383162466542094,0.002499873743750316
150810,0.0003607281429539236,0.0019004214360499388,0.002516298753288345
150815,8.795848359574281e-05,0.000813615973260621,0.001781159292813792
150835,0.00033038192150125544,0.001519756838905775,0.002841284524910797
160005,0.024458032240133407,0.0009264406151565684,0.005558643690939411
160010,0.00032934460423756723,0.0010978153474585574,0.004061916785596663
160015,0.03823778935886559,0.0005453884377651194,0.0009089807296085323
160020,0.02806512548349375,0.0008995232526760817,0.0017990465053521634
160023,0.0038560411311053984,0.0007712082262210797,0.0015424164524421595
160027,0.004503074786748661,0.0018250347153342592,0.0013886133703630231
160030,0.001082795081527516,0.0024874485175641285,0.0016530009317998042
160040,0.010909763313609468,0.0007396449704142012,0.0006471893491124261
160050,0.01928859552621929,0.0014668133480014668,0.0015034836817015035
160053,0.028537617768877158,0.0010013199217149878,0.0015474944244686178
160060,0.0027685310306186347,0.0011288355690320028,0.0007827691902046735
160070,0.0024833958995090963,0.0007507941091539128,0.00103956107421311
160080,0.0010043311782060133,0.0016948088632226476,0.0005021655891030067
170210,3.324652296780628e-05,0.002127777469939602,0.003274782512328919
170255,0.00010862480990658266,0.0014121225287855746,0.004453617206169889
170610,0.00013719303059404582,0.0012347372753464124,0.0009603512141583208
170700,4.516915849857717e-05,0.0011743981209630064,0.0017615971814445098
170740,9.094216078574027e-05,0.001364132411786104,0.0
170820,5.422993492407809e-05,0.002331887201735358,0.0021691973969631237
172100,2.674449314170904e-05,0.0016949322528558104,0.0032594851016457893
210005,8.893236693494597e-06,0.0015829961314420384,0.0026323980612744007
210047,0.0004699395344465679,0.0013784893010432657,0.0008772204643002601
210055,0.00043091065785693766,0.0005745475438092502,0.001580005745475438
210060,0.00016893930252202244,0.0013032460480270304,0.002051405816338844
210090,2.1533161068044788e-05,0.00027993109388458226,0.0025193798449612403
210095,0.0001529005229197884,0.0010703036604385186,0.0017736460658695453
210160,0.00013603591348115902,0.0006121616106652156,0.0017344578968847776
210177,0.0002676420733339281,0.0014274243911142832,0.0016058524400035686
210193,0.00016548072149594572,0.0009928843289756743,0.0024822108224391857
210197,0.0003230321955421557,0.0004307095940562076,0.0016151609777107785
210200,0.0005524861878453039,0.0010569300984866682,0.0008647609896709104
210203,5.877512636652169e-05,0.0006759139532149994,0.0006465263900317386
210220,3.486993514192063e-05,0.00024408954599344445,0.0014645372759606668
210232,0.00015202189115232594,0.0005528068769175489,0.0011608944415268526
210260,4.9558925562493803e-05,0.0002973535533749628,0.000495589255624938
210300,3.63901018922853e-05,0.0011644832605531296,0.002183406113537118
210312,0.00011530035743110804,0.00023060071486221607,0.0017295053614666206
210315,0.0001486104919007282,0.0003715262297518205,0.0
210317,9.249838127832763e-05,0.0004162427157524743,0.0
210320,1.255098839033574e-05,0.0011170379667398808,0.002070913084405397
210330,4.06970592305e-05,0.0013918394256831,0.0006837105950724
210350,0.0001699936859488076,0.001092816552528049,0.0022827723541697024
210355,6.158773172384061e-05,0.0006774650489622467,0.0009238159758576092
210375,0.00023241400681747753,0.0017043693833281685,0.0010845986984815619
210400,0.0006960153123368715,0.0012760280726175975,0.002552056145235195
210405,2.3840175463691413e-05,0.0011204882467934964,0.0014542507032851762
210409,5.2386191000052386e-05,0.00010477238200010477,0.0006810204830006811
210440,0.00016728002676480428,0.0010036801605888257,0.0016170402587264415
210460,5.942476824340385e-05,0.0004753981459472308,0.0017827430473021156
210462,0.0001280901754835404,0.0001280901754835404,0.0025618035096708082
210467,0.00011729288032216445,0.00035187864096649334,0.007975915861907183
210480,0.000661613473902225,0.001423907259050441,0.0030635580421994333
210515,0.00014107356986668547,0.001904493193200254,0.002609861042533681
210530,1.9328751130731942e-05,0.002837460665991449,0.003397994448782675
210535,0.001370118951236221,0.0005605032073239085,0.001556953353677524
210560,0.0004948045522018803,0.00012370113805047008,0.0013607125185551706
210570,0.0012135439462061832,0.0012732264353638642,0.0033820077189352644
210590,0.00012302392815402596,0.0008611674970781817,0.002768038383465584
210592,8.888888888888889e-05,0.0008,0.0019555555555555554
210632,9.34797849964945e-05,0.0002804393549894835,0.0005141388174807198
210635,0.0008983572895277207,0.000513347022587269,0.0
210637,0.00012296341838303104,0.0004918536735321242,0.0011066707654472795
210680,6.68359844940516e-05,0.0010693757519048255,0.0014703916588691352
210690,2.9909672788179698e-05,0.0008374708380690315,0.0013160256026799066
210735,0.00014334862385321102,0.00047782874617737,0.001959097859327217
210810,0.0005228136882129277,0.0014258555133079848,0.0018536121673003803
210820,0.00015294807412883325,0.0013510413214713605,0.0037982105075326927
210825,0.00023862551702195356,0.00027839643652561246,0.0013522112631244034
210830,5.1988562516246424e-05,0.0002599428125812321,0.0016376397192617623
210860,0.0005396524638133042,0.0010193435427584636,0.002974084689459988
210870,0.0004188969048173144,0.0010705143123109146,0.0016290435187340006
210910,0.00010459375784453183,0.00029286252196468915,0.0039536440465233035
210923,0.00014255167498218105,0.0002851033499643621,0.0
210980,0.00042724899121765963,0.0004509850462853074,0.00137669119392357
210990,0.00024706886483087014,0.0018080948744440951,0.003762184987197341
211000,0.0005504561905679331,0.0010458667620790731,0.0007293544525025115
211003,0.0003167814999604023,0.0003563791874554526,0.0042765502494654314
211010,0.00011699555416894158,0.0006629748069573356,0.0016379377583651822
211060,3.507910337811766e-05,0.0005963447574280002,0.0009471357912091767
211070,2.9090062834535722e-05,0.00040726087968350014,0.0010181521992087502
211102,0.0008856275303643725,0.0005060728744939271,0.0022140688259109313
211130,3.6301461859869098e-06,0.0018459293355743435,0.0038397871282276536
211140,0.0001591005515485787,0.0009015697921086126,0.0016440390326686466
211153,0.00015760441292356187,0.00031520882584712374,0.002048857368006304
211163,0.00019094901661256445,0.0003818980332251289,0.0022913881993507734
211167,0.0011906533710373567,0.000744158356898348,0.0
211176,0.0009095361365703492,0.0015392150003498215,0.0
211180,5.530667551573475e-05,0.0012720535368618993,0.001769813616503512
211210,6.867188572998215e-05,0.0007897266858947947,0.0016481252575195715
211223,9.091735612328394e-05,0.0010000909173561233,0.0013183016637876171
211230,4.7810288774144196e-05,0.00028686173264486515,0.0011952572193536049
211245,0.00011710058940630001,0.0003122682384168,0.0
211270,3.5391966023712616e-05,0.0005131835073438329,0.000743231286497965
211280,5.720714707957514e-05,0.0005911405198222765,0.0020022501477851297
211300,0.000190337214097643,0.0017130349268787868,0.001522697712781144
211400,0.00046409096182851837,0.0012955872684379472,0.0014696213791236415
510025,0.0002703642192267583,0.0021629137538140665,0.0035533583098373953
510080,0.0004934372841211882,0.001381624395539327,0.0031579986183756046
510140,0.00010016104500313142,0.0017893889236825623,0.0016551847544063701
510170,2.8599210661785733e-05,0.0016587542183835726,0.0
510250,1.0595914215478512e-05,0.0033059252352292956,0.002627786725438671
510263,8.484162895927601e-05,0.0018947963800904977,0.0007918552036199095
510268,0.0002902336380786533,0.00130605137135394,0.0023218691046292266
510285,0.00011456065986940085,0.002291213197388017,0.0
510320,0.0007476523715533225,0.0031401399605239548,0.0034392009091452837
510325,0.024026748224560676,0.001529210512674304,0.0007257270229640765
510330,0.009777007176226942,0.0012522275201078841,0.0020228290709435053
510335,6.465586913652086e-05,0.002392267158051272,0.0021659716160734492
510336,0.0012382367508667657,0.0024764735017335313,0.0
510340,3.75481391631989e-05,0.0046004633113867184,0.0027214238254370687
510410,0.00016752289479562206,0.0024849229394683942,0.0013401831583649765
510515,0.00182940215137693,0.0024392028685025734,0.0031465717003683197
510517,0.0003781909864481563,0.002206114087614245,0.0011976047904191617
510525,0.00010681478316599017,0.002197332682271798,0.0015411847285378582
510560,0.0006036460219727152,0.0025956778944826752,0.0026560424966799467
510615,0.00013082155939298797,0.0009811616954474097,0.0009157509157509158
510618,0.0007530120481927711,0.0010542168674698795,0.0009036144578313253
510622,2.2037110494072018e-05,0.002247785270395346,0.002335933712371634
510626,0.00043582479843103073,0.001743299193724123,0.0
510629,0.0006236080178173719,0.0026726057906458797,0.0023162583518930957
510630,4.432034747152418e-05,0.002792181890706023,0.0015512121615033462
510642,0.0008863220494053065,0.0033165599268069534,0.0016010978956999085
510675,0.013909675147460164,0.00457786777005018,0.0015186195967954925
510704,1.612409100436963e-05,0.003966526387074928,0.002902336380786533
510706,5.7211510956004346e-05,0.002746152525888209,0.0017735568396361348
510757,0.0012496875781054736,0.000999750062484379,0.0
510760,1.2903725305495697e-05,0.0033248598870493913,0.0024775152586551737
510787,7.72767667400796e-05,0.0016228121015416715,0.0020478343186121095
510790,7.692522867772525e-05,0.002559512154186131,0.0018951579065148675
510792,6.643561834951779e-05,0.001959850741310775,0.00220344800859234
510795,3.855421686746988e-05,0.002583132530120482,0.0018602409638554217
510895,0.00010895619960775768,0.0018522553933318807,0.00141643059490085
